response_id,policy_id,insured_id,question_id,question_text,response_text,response_quality_label
QR-81249,POL-2020124,INS-10124,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81250,POL-2020125,INS-10125,Q01,Describe your incident response plan and last test date.,We have an incident response plan that was last reviewed in May 2023. The plan covers major incident types. Tabletop exercises are conducted annually. We do not currently have an external IR retainer but have relationships with two firms.,medium
QR-81251,POL-2020125,INS-10125,Q02,Describe your third-party vendor risk management program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81252,POL-2020125,INS-10125,Q03,Describe your data backup strategy and recovery testing cadence.,Production systems are backed up nightly. Backups are stored in a separate region. We perform restoration testing approximately twice per year on select systems. Documented RTO targets exist for most tier-1 applications.,medium
QR-81253,POL-2020125,INS-10125,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is deployed for approximately 85% of users. Administrative accounts require MFA. Some legacy applications do not yet support MFA and are being remediated as part of our 2024 roadmap.,medium
QR-81254,POL-2020125,INS-10125,Q05,Describe your endpoint detection and response (EDR) deployment.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81255,POL-2020125,INS-10125,Q06,Describe your patch management process and timelines for critical patches.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81256,POL-2020125,INS-10125,Q07,Describe network segmentation between corporate and production environments.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81257,POL-2020125,INS-10125,Q08,Describe your security awareness training program.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81258,POL-2020125,INS-10125,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81259,POL-2020125,INS-10125,Q10,Describe your business continuity plan for ransomware scenarios.,We have documented procedures in this area which are reviewed periodically. Improvements are ongoing.,medium
QR-81260,POL-2020126,INS-10126,Q01,Describe your incident response plan and last test date.,"We maintain a formal incident response plan aligned with NIST SP 800-61. The plan was last tested via tabletop exercise on September 2019 with executive participation. We engage an external IR retainer with a 4-hour SLA. Playbooks exist for ransomware, BEC, and insider threat scenarios.",high
QR-81261,POL-2020126,INS-10126,Q02,Describe your third-party vendor risk management program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81262,POL-2020126,INS-10126,Q03,Describe your data backup strategy and recovery testing cadence.,All production systems are backed up daily with immutable storage in a separate cloud account. Backups are encrypted with customer-managed keys. We test full restoration of tier-1 systems quarterly; last test completed June 2019 with RTO of 8 hours achieved.,high
QR-81263,POL-2020126,INS-10126,Q04,"Describe MFA coverage across users, systems, and privileged accounts.",MFA is enforced for 100% of users via FIDO2 keys or authenticator apps. Privileged access requires hardware tokens. SaaS applications are integrated via SSO with conditional access policies. Service accounts use certificate-based authentication.,high
QR-81264,POL-2020126,INS-10126,Q05,Describe your endpoint detection and response (EDR) deployment.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81265,POL-2020126,INS-10126,Q06,Describe your patch management process and timelines for critical patches.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81266,POL-2020126,INS-10126,Q07,Describe network segmentation between corporate and production environments.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81267,POL-2020126,INS-10126,Q08,Describe your security awareness training program.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81268,POL-2020126,INS-10126,Q09,Describe critical system recovery time objectives (RTO) and recovery point objectives (RPO).,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81269,POL-2020126,INS-10126,Q10,Describe your business continuity plan for ransomware scenarios.,"This is a mature control area with documented procedures, regular testing, and continuous improvement based on metrics and threat intelligence.",high
QR-81270,POL-2020127,INS-10127,Q01,Describe your incident response plan and last test date.,We have an incident response plan document. The plan is reviewed annually. We have not conducted a formal tabletop exercise in the past 18 months.,low
QR-81271,POL-2020127,INS-10127,Q02,Describe your third-party vendor risk management program.,This area is being developed. We expect to have more mature controls in place within the next 12-18 months.,low
